0.5197671,-91.8,110.84,994.63
1.0869782,-101.07,119.63,1003.42
1.670455,-94.24,108.89,1033.2
2.2446822,-103.03,106.93,1009.28
2.819415,-115.72,95.7,1022.46
3.4002268,-103.52,113.77,1016.11
3.9668189,-105.47,106.45,1005.37
4.5395007,-100.59,102.54,1017.58
5.1139551,-81.54,107.91,1017.09
5.702253,-95.7,102.05,1007.32
6.276038,-114.75,111.33,961.91
6.8439177,-93.75,102.05,948.73
7.4175433,-90.82,101.07,1000.98
7.9981453,-92.29,108.89,1034.67
8.5710003,-94.73,114.26,1010.74
9.155383,-86.43,97.17,997.56
9.7222832,-86.43,91.31,1010.25
10.3094924,-103.52,103.52,1009.28
10.8899408,-92.77,116.21,1010.25
11.4554867,-98.63,121.58,995.12
12.0287863,-89.84,112.3,1001.46
12.6111071,-106.45,104.49,1003.42
13.1854103,-98.63,110.35,1001.46
13.7529188,-92.29,92.77,989.26
14.3300537,-89.84,98.63,1013.67
14.9165063,-88.87,111.82,1008.3
15.4830001,-87.89,105.47,1013.67
16.0650397,-78.61,104.49,1013.18
16.6451653,-103.52,99.12,993.16
17.2089483,-89.36,114.75,1014.65
17.7846852,-94.73,100.59,1005.86
18.3681219,-81.05,111.82,1007.81
18.9402531,-95.7,117.68,1013.18
19.5228801,-109.37,119.14,1003.91
20.0885696,-97.17,114.75,987.3
20.6704205,-91.31,107.91,1008.3
21.2531285,-98.14,118.65,1022.95
21.8274702,-87.89,103.03,1011.72
22.3999743,-101.07,104.49,1004.88
22.9810013,-102.05,101.07,1006.84
23.5463973,-96.19,105.96,993.16
24.131097,-99.61,111.33,1000.98
24.7142994,-97.66,95.21,1003.42
25.278957,-94.73,123.54,1061.52
25.8600556,-109.37,123.05,1062.99
26.4349912,-96.19,96.68,994.63
27.0001218,-98.14,109.37,1002.93
27.5839646,-89.36,102.05,1024.41
28.1670849,-93.26,115.72,1005.86
28.7396285,-87.4,108.4,1002.93
29.3139396,-102.05,103.03,1032.23
29.8947243,-100.1,118.16,1024.9
30.4768424,-79.59,84.47,1017.58
