0.3813718,-29.3,-22.95,1017.09
0.9493055,-42.48,1.46,1018.07
1.5164881,-53.71,-10.25,1027.34
2.0984134,-39.55,-22.46,1021.48
2.6797168,-46.39,-23.44,1022.46
3.2504795,-46.88,-24.9,1019.53
3.8303872,-43.95,-27.83,1026.37
4.3996307,-46.39,-5.37,1015.62
4.9785861,-40.53,-12.21,1017.58
5.5440058,-49.32,-13.67,1010.74
6.1264046,-37.11,-29.3,1024.41
6.7086489,-33.69,-11.72,1017.58
7.2836611,-45.41,-25.39,1023.93
7.8579635,-44.43,-8.3,1021
8.4261669,-57.62,-15.63,1019.53
9.0030096,-46.88,-9.77,1017.09
9.578328,-45.9,-16.11,1010.74
10.1598316,-41.99,-19.04,1018.55
10.7400606,-41.5,-16.11,1020.02
11.307369,-35.16,-18.55,1013.18
11.8893476,-36.62,-16.6,1016.11
12.4622784,-29.79,-8.79,1009.28
13.0364938,-46.88,-17.09,1009.77
13.6179166,-45.9,-7.32,1011.23
14.1917589,-45.9,-15.14,1008.3
14.7590504,-38.57,-21.97,1016.11
15.3363073,-47.85,-16.11,1021.48
15.912388,-46.39,-16.6,1018.07
16.4943926,-31.74,-9.77,1020.02
17.0697627,-48.83,-24.41,1005.37
17.653611,-59.57,-4.88,1016.11
18.2215691,-34.67,-8.3,1026.37
18.7947179,-42.97,-19.04,1026.86
19.3667395,-50.29,-24.41,1022.46
20.2641224,-46.88,-14.65,1012.7
20.5193579,-36.62,-6.84,1016.11
21.1034203,-53.22,-23.93,1006.35
21.6850306,-40.53,-17.58,1028.32
22.2623083,-36.62,-22.95,1021
22.8339026,-39.06,-8.3,1018.07
23.4023559,-45.41,-16.6,1018.55
23.9921006,-40.04,-16.6,1015.14
24.554338,-44.43,-16.6,1013.67
25.1282099,-37.11,-22.95,1024.9
25.7069414,-41.5,-24.41,1015.62
26.2834367,-42.97,-22.46,1012.21
26.8700345,-48.83,5.37,1014.16
27.4357781,-37.6,-23.44,1013.67
28.0190859,-35.64,-14.16,1014.16
28.5971266,-43.95,-19.53,1005.37
29.1652578,-48.34,-12.7,1014.65
29.7504893,-54.2,-25.39,1010.74
30.3234072,-47.85,-8.79,1015.62
